gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TMEM50B,1.23E-08,0.28799612,0.361,0.129,0.000227292,14,TMEM50B
LYPD3.9,1.25E-08,-1.006548344,0.069,0.396,0.000229693,14,LYPD3
CREG1.7,1.26E-08,-0.659629889,0.097,0.434,0.000231205,14,CREG1
CRK,1.26E-08,0.313160279,0.347,0.123,0.000231796,14,CRK
MT-TP.1,1.26E-08,0.503757681,0.667,0.372,0.000232152,14,MT-TP
RPS12.11,1.27E-08,0.529048429,0.972,0.915,0.000234672,14,RPS12
HES4.1,1.38E-08,0.273971817,0.208,0.053,0.000253714,14,HES4
ADGRG1.8,1.45E-08,0.514851791,0.556,0.264,0.000266403,14,ADGRG1
MYOF.4,1.48E-08,0.395350685,0.431,0.177,0.000271784,14,MYOF
TUBB6,1.71E-08,0.445485144,0.389,0.156,0.000314325,14,TUBB6
NEFL.13,1.72E-08,-1.063047952,0.028,0.349,0.000315932,14,NEFL
TMEM245,1.73E-08,0.337537282,0.292,0.095,0.00031809,14,TMEM245
ZNHIT1.2,1.86E-08,0.502297394,0.694,0.401,0.000343287,14,ZNHIT1
TP53TG1,1.92E-08,0.267738057,0.347,0.122,0.000353086,14,TP53TG1
CALU.10,2.07E-08,0.46830977,0.653,0.36,0.000381237,14,CALU
ATP8B2,2.18E-08,0.2648798,0.167,0.038,0.00040095,14,ATP8B2
UCHL1.12,2.26E-08,-0.76828067,0.069,0.395,0.000416165,14,UCHL1
RPL28.7,2.34E-08,0.412173126,0.972,0.831,0.000431847,14,RPL28
KRT8.11,2.35E-08,-1.064579603,0.208,0.508,0.000432028,14,KRT8
ZYX.5,2.40E-08,0.294254224,0.403,0.154,0.00044207,14,ZYX
CST3.12,2.62E-08,0.313530011,0.944,0.714,0.000481803,14,CST3
RHOB,2.69E-08,0.554015543,0.528,0.269,0.000495404,14,RHOB
FCHO2.9,2.71E-08,0.457463412,0.472,0.205,0.00049985,14,FCHO2
CYB5R3.1,2.75E-08,0.426316122,0.472,0.214,0.000507105,14,CYB5R3
SNRPD1.11,2.80E-08,-1.277604315,0.611,0.715,0.00051663,14,SNRPD1
MTRF1L,2.81E-08,0.331031332,0.264,0.084,0.000518463,14,MTRF1L
MAFB.11,3.07E-08,-0.828939691,0.111,0.444,0.000566003,14,MAFB
RECQL.2,3.17E-08,0.487144062,0.569,0.296,0.000584112,14,RECQL
CHCHD2.10,3.20E-08,-0.694045685,0.806,0.886,0.000588659,14,CHCHD2
MRPL52.12,3.30E-08,-0.87944076,0.486,0.671,0.000608554,14,MRPL52
CRBN.1,3.42E-08,0.432133703,0.486,0.223,0.000629959,14,CRBN
PAPOLG.10,3.42E-08,-0.753592067,0.208,0.503,0.000630302,14,PAPOLG
XIST.2,3.43E-08,0.577742845,0.389,0.156,0.000631656,14,XIST
PSMB6.13,3.51E-08,-0.786155539,0.667,0.809,0.000646954,14,PSMB6
PCCB.11,3.54E-08,-0.551067178,0.042,0.357,0.000652511,14,PCCB
NAA38.9,3.57E-08,0.574532924,0.75,0.531,0.000657937,14,NAA38
SLC2A1.11,3.72E-08,-0.961992758,0.069,0.394,0.000685857,14,SLC2A1
CPE.1,4.12E-08,0.54049281,0.194,0.052,0.000759301,14,CPE
COA6.12,4.22E-08,-0.786546764,0.236,0.535,0.000777363,14,COA6
CTNNB1,4.72E-08,0.397176186,0.403,0.165,0.000869658,14,CTNNB1
GINM1.3,4.84E-08,0.451508075,0.542,0.271,0.000891948,14,GINM1
WWC2,4.99E-08,0.275233992,0.194,0.05,0.000919504,14,WWC2
TMEM30A.1,5.17E-08,0.30833973,0.306,0.105,0.000952307,14,TMEM30A
CAPNS1.2,5.32E-08,0.517164924,0.639,0.377,0.000979254,14,CAPNS1
TUBB2A,5.97E-08,0.344419809,0.333,0.122,0.001100067,14,TUBB2A
RPS6KA3.1,6.04E-08,0.309285242,0.208,0.057,0.001112661,14,RPS6KA3
CLEC2B.10,6.23E-08,0.374080554,0.458,0.201,0.001147076,14,CLEC2B
MXRA7,6.28E-08,0.375536033,0.278,0.093,0.001156816,14,MXRA7
EIF4G3,6.46E-08,0.435019953,0.486,0.24,0.00119087,14,EIF4G3
C1QBP.12,6.60E-08,-0.877972612,0.319,0.588,0.001215926,14,C1QBP
GSTA4.12,7.37E-08,-0.647187382,0.056,0.362,0.001358196,14,GSTA4
PTHLH.13,7.52E-08,-1.23269553,0.153,0.447,0.001384533,14,PTHLH
GCLC.12,7.72E-08,-0.651084068,0.083,0.391,0.00142175,14,GCLC
P4HB.7,8.00E-08,-0.615908844,0.417,0.694,0.001473406,14,P4HB
PGK1.8,8.06E-08,-0.812033154,0.556,0.753,0.001483829,14,PGK1
CRYBG3.1,8.10E-08,0.28050764,0.264,0.083,0.001492128,14,CRYBG3
ABL2,8.19E-08,0.268793018,0.278,0.09,0.001508429,14,ABL2
CDK5RAP2.12,8.31E-08,-0.710173615,0.069,0.375,0.001531626,14,CDK5RAP2
NQO1.11,9.06E-08,-0.890591034,0.194,0.501,0.001669219,14,NQO1
RAI14.8,9.36E-08,0.430283303,0.611,0.319,0.001724059,14,RAI14
TPM3.9,9.41E-08,0.530067161,0.944,0.832,0.001732499,14,TPM3
FBN2.10,1.04E-07,-0.585708349,0,0.29,0.001921998,14,FBN2
STAT3.1,1.06E-07,0.371492669,0.472,0.213,0.001954325,14,STAT3
AL162376.1.10,1.14E-07,-0.55743318,0.014,0.307,0.002096222,14,AL162376.1
CNIH1,1.23E-07,0.313963987,0.417,0.176,0.002272544,14,CNIH1
SPTSSA.10,1.29E-07,-0.798642734,0.222,0.505,0.002381081,14,SPTSSA
PPM1F,1.40E-07,0.398882141,0.222,0.067,0.002575128,14,PPM1F
NUP88.11,1.42E-07,-0.515431873,0.028,0.321,0.002611833,14,NUP88
PFN2.11,1.46E-07,-0.563864853,0.056,0.353,0.002685155,14,PFN2
HINT2.10,1.58E-07,-0.545483872,0.097,0.408,0.002914042,14,HINT2
LANCL2.10,1.69E-07,-0.529794205,0.042,0.335,0.003105176,14,LANCL2
ESCO1.11,1.74E-07,-0.633578219,0.153,0.458,0.003198078,14,ESCO1
SNRPD2.11,1.87E-07,-0.765696484,0.75,0.829,0.003437946,14,SNRPD2
B3GNT2.6,1.94E-07,-0.618896376,0.125,0.426,0.003579724,14,B3GNT2
NTRK2.13,1.95E-07,-0.633682001,0.014,0.299,0.003598966,14,NTRK2
UGCG.3,1.95E-07,0.407623076,0.444,0.204,0.003599668,14,UGCG
TIMP2.11,2.13E-07,0.299063829,0.333,0.125,0.003917211,14,TIMP2
CREB3L2.1,2.24E-07,0.27153032,0.25,0.08,0.004133269,14,CREB3L2
ABLIM1.5,2.25E-07,0.42219446,0.389,0.169,0.004136141,14,ABLIM1
GABARAPL2.2,2.29E-07,0.44999357,0.611,0.343,0.004221843,14,GABARAPL2
RILPL2.2,2.34E-07,0.341305518,0.278,0.097,0.004307326,14,RILPL2
CEP68,2.39E-07,0.253355432,0.222,0.067,0.004395456,14,CEP68
HSPD1.11,2.40E-07,-0.755810629,0.569,0.749,0.004421208,14,HSPD1
DSG2.11,2.60E-07,-0.598295019,0.069,0.365,0.004782063,14,DSG2
AGPAT5,2.65E-07,0.251198881,0.278,0.094,0.004884396,14,AGPAT5
FGFBP1.13,2.90E-07,-0.907629816,0.097,0.387,0.005339505,14,FGFBP1
UVRAG,2.90E-07,0.382973374,0.403,0.178,0.005343174,14,UVRAG
DCXR.7,3.05E-07,-0.488158888,0.125,0.438,0.005620295,14,DCXR
FAM162A.9,3.06E-07,-0.687126939,0.139,0.426,0.005644132,14,FAM162A
ARHGEF12,3.10E-07,0.260364462,0.25,0.082,0.005705184,14,ARHGEF12
HLA-DPA1.13,3.29E-07,-0.258348686,0.611,0.253,0.006063793,14,HLA-DPA1
VAMP3,3.34E-07,0.323678963,0.264,0.092,0.006148241,14,VAMP3
PTPN12.4,3.46E-07,0.356805496,0.417,0.182,0.006378337,14,PTPN12
CABYR.12,3.54E-07,-0.655969845,0.042,0.323,0.00651769,14,CABYR
ASPH.2,3.63E-07,0.539770065,0.583,0.333,0.006677911,14,ASPH
MAP3K11,3.70E-07,0.27153032,0.25,0.082,0.006815486,14,MAP3K11
YPEL2.1,3.74E-07,0.339809158,0.236,0.077,0.006890569,14,YPEL2
TES.2,3.91E-07,0.442481748,0.514,0.268,0.007209915,14,TES
H1FX.9,3.94E-07,-0.652975604,0.236,0.522,0.007252754,14,H1FX
PLSCR1.6,4.04E-07,0.287749162,0.444,0.199,0.007437964,14,PLSCR1
SOX15.12,4.09E-07,-0.543857869,0.069,0.354,0.007531817,14,SOX15
FADS1.1,4.32E-07,0.333011978,0.347,0.138,0.007965228,14,FADS1
PKP1.8,4.33E-07,-0.520361049,0.014,0.287,0.007975644,14,PKP1
MOCS2.1,4.57E-07,0.287866259,0.306,0.114,0.008421947,14,MOCS2
VPS4B.8,4.61E-07,-0.687605601,0.347,0.602,0.008496886,14,VPS4B
NCF2.11,4.64E-07,-0.697899105,0.014,0.292,0.008546103,14,NCF2
PITX1.10,4.77E-07,-0.466049404,0,0.266,0.008778663,14,PITX1
TAX1BP3.1,5.03E-07,0.293515706,0.417,0.184,0.009262503,14,TAX1BP3
SERPINB5.9,5.51E-07,-0.528954025,0.014,0.283,0.010157026,14,SERPINB5
SERF2.5,5.79E-07,0.431437358,0.986,0.958,0.01067049,14,SERF2
ATOX1.7,5.91E-07,0.483810435,0.736,0.529,0.010893622,14,ATOX1
SETX,6.00E-07,0.300285518,0.375,0.156,0.011047545,14,SETX
CAPG.11,6.05E-07,-0.654008329,0.083,0.369,0.011142933,14,CAPG
PRSS21.12,6.19E-07,-0.472798805,0.014,0.281,0.011394718,14,PRSS21
MAGEA11.12,6.21E-07,-0.478830546,0.014,0.281,0.011434619,14,MAGEA11
TGOLN2.10,6.44E-07,0.389231023,0.472,0.222,0.01186637,14,TGOLN2
LAPTM4A.3,6.50E-07,0.350296376,0.514,0.262,0.011967158,14,LAPTM4A
NDUFA1.11,6.60E-07,-0.594765947,0.75,0.809,0.012151559,14,NDUFA1
RPL39.10,6.60E-07,-0.657932864,0.819,0.915,0.012155126,14,RPL39
BTN3A2.1,6.65E-07,0.287341738,0.306,0.115,0.012247807,14,BTN3A2
ZMYND8.5,6.79E-07,-0.589477982,0.181,0.466,0.012499156,14,ZMYND8
PDIA3.5,6.84E-07,0.425195974,0.958,0.897,0.012608935,14,PDIA3
RPL11.9,6.87E-07,0.407698214,1,0.946,0.012651675,14,RPL11
HLA-DRA.13,6.88E-07,-0.633941307,0.694,0.325,0.012666332,14,HLA-DRA
GAST.9,6.90E-07,-0.821438309,0.056,0.329,0.012714142,14,GAST
TIA1,6.99E-07,0.312413079,0.347,0.144,0.012872899,14,TIA1
TACSTD2.10,7.16E-07,-0.871951673,0.097,0.372,0.01319741,14,TACSTD2
MYO1B.4,7.29E-07,0.418174281,0.417,0.193,0.01343699,14,MYO1B
SSB.12,7.64E-07,-0.72329175,0.694,0.813,0.014070219,14,SSB
LAMB3.11,7.66E-07,-0.59753062,0.042,0.312,0.014108411,14,LAMB3
CEBPD.12,7.67E-07,-0.665819471,0.319,0.624,0.014130199,14,CEBPD
SYNGR2.4,8.03E-07,-0.594833788,0.431,0.664,0.014789606,14,SYNGR2
SIGIRR,8.06E-07,0.303312417,0.361,0.151,0.014855181,14,SIGIRR
MT-ATP6.8,8.24E-07,0.349312791,1,0.98,0.015184965,14,MT-ATP6
FAM114A1.3,8.48E-07,0.381392086,0.472,0.234,0.015621207,14,FAM114A1
REST.2,8.72E-07,0.507133229,0.569,0.355,0.016069199,14,REST
NR1D2,8.80E-07,0.299132599,0.25,0.087,0.016202807,14,NR1D2
GSDMD,8.98E-07,0.339554756,0.264,0.095,0.016541366,14,GSDMD
CAMK1D,9.10E-07,0.273151836,0.222,0.07,0.016754404,14,CAMK1D
JMJD1C.3,9.11E-07,0.364284862,0.458,0.219,0.016774731,14,JMJD1C
LUM.9,9.50E-07,-1.178244051,0.056,0.33,0.017508627,14,LUM
LDHB.13,9.65E-07,-0.899911956,0.625,0.724,0.017781222,14,LDHB
DAPL1.11,9.66E-07,-1.387451928,0.014,0.274,0.017789406,14,DAPL1
EML4.4,9.76E-07,-0.53178237,0.25,0.529,0.017979123,14,EML4
CDC42BPB,1.02E-06,0.270754171,0.264,0.093,0.018738587,14,CDC42BPB
SQSTM1.3,1.05E-06,-0.584977936,0.389,0.655,0.019422757,14,SQSTM1
USP34.13,1.07E-06,-0.637428616,0.292,0.542,0.019770473,14,USP34
LRRFIP1.11,1.08E-06,0.528704751,0.764,0.542,0.019973587,14,LRRFIP1
EIF4A3.6,1.15E-06,-0.561223185,0.278,0.563,0.021220673,14,EIF4A3
TMOD3.5,1.23E-06,0.320259075,0.708,0.421,0.022696019,14,TMOD3
ARHGAP23,1.23E-06,0.285562094,0.139,0.034,0.022705343,14,ARHGAP23
RHOA.5,1.24E-06,0.464434498,0.833,0.619,0.02281703,14,RHOA
PLTP.11,1.27E-06,-0.688403776,0.014,0.27,0.023329262,14,PLTP
RBMS1.5,1.32E-06,0.355323994,0.472,0.232,0.024341144,14,RBMS1
DSC3.8,1.36E-06,-0.530984302,0.042,0.305,0.024975469,14,DSC3
ICAM1.10,1.48E-06,0.288490937,0.458,0.208,0.027331662,14,ICAM1
GSTM4.11,1.51E-06,-0.431820478,0.014,0.267,0.027853694,14,GSTM4
DNAJB1.10,1.55E-06,-0.735785009,0.444,0.746,0.028470799,14,DNAJB1
NTAN1.2,1.58E-06,0.31433847,0.347,0.145,0.029181832,14,NTAN1
DDAH2.1,1.60E-06,0.412999759,0.278,0.11,0.029495658,14,DDAH2
SERINC3.2,1.74E-06,0.4332319,0.542,0.32,0.032134143,14,SERINC3
ANAPC11.7,1.76E-06,-0.587822382,0.542,0.711,0.032373086,14,ANAPC11
RPS27A.12,1.84E-06,-0.902490437,1,0.984,0.03386657,14,RPS27A
NARS.12,1.97E-06,-0.611783216,0.542,0.728,0.036352251,14,NARS
FOXC1.6,2.00E-06,0.377903599,0.361,0.159,0.036834429,14,FOXC1
ARL6IP5.14,2.01E-06,0.421862226,0.597,0.34,0.036972232,14,ARL6IP5
FGD6,2.01E-06,0.29275794,0.194,0.061,0.037111921,14,FGD6
SEPT2.1,2.07E-06,0.435988529,0.514,0.297,0.038104765,14,2-Sep
TPGS2.9,2.09E-06,-0.448292007,0.069,0.338,0.038587725,14,TPGS2
MTDH.1,2.13E-06,0.434724784,0.833,0.705,0.039307418,14,MTDH
TCF7L2,2.25E-06,0.255854114,0.236,0.081,0.041355157,14,TCF7L2
TCEAL3.2,2.28E-06,0.295782651,0.306,0.12,0.04194781,14,TCEAL3
ANP32B.10,2.32E-06,-0.622823799,0.472,0.699,0.042725076,14,ANP32B
ATP5ME.12,2.32E-06,-0.718302687,0.833,0.865,0.042763864,14,ATP5ME
UPP1.12,2.32E-06,0.313355373,0.569,0.323,0.042817779,14,UPP1
TCF25.4,2.38E-06,0.436987287,0.778,0.57,0.043888413,14,TCF25
CTNNAL1.9,2.44E-06,0.336619918,0.417,0.193,0.045020723,14,CTNNAL1
UPK1B.9,2.46E-06,-0.552520676,0,0.24,0.045288689,14,UPK1B
PTPN2.6,2.49E-06,-0.452237518,0.153,0.426,0.045831688,14,PTPN2
RAB11A.3,2.52E-06,0.525710756,0.597,0.38,0.04633411,14,RAB11A
RNASET2.13,2.55E-06,-0.696183336,0.028,0.277,0.046910675,14,RNASET2
COX6A1.12,2.61E-06,-0.601815047,0.556,0.734,0.048098902,14,COX6A1
ACSL4.2,2.70E-06,0.299731774,0.292,0.116,0.049758629,14,ACSL4
EXOC5,2.71E-06,0.274416304,0.306,0.123,0.049968194,14,EXOC5
CNTN5.10,2.75E-06,-0.594284052,0.028,0.276,0.050727483,14,CNTN5
HIF1A.6,2.79E-06,0.500797404,0.708,0.448,0.051378768,14,HIF1A
PKM.5,2.81E-06,-0.537081827,0.514,0.746,0.051779606,14,PKM
ITGAV.1,2.86E-06,0.264993034,0.236,0.082,0.052738685,14,ITGAV
NECTIN4.12,2.93E-06,-0.62081985,0.014,0.257,0.053909824,14,NECTIN4
SPTLC2.2,2.94E-06,0.283295487,0.389,0.176,0.054234112,14,SPTLC2
PTPA,2.95E-06,0.288749297,0.361,0.159,0.054306718,14,PTPA
RAB11B,3.07E-06,0.288749297,0.361,0.161,0.056527285,14,RAB11B
MT-CYB.10,3.10E-06,0.318586342,1,0.968,0.057132061,14,MT-CYB
PSMB5.12,3.18E-06,-0.81016175,0.583,0.697,0.058552032,14,PSMB5
ZSCAN16-AS1,3.29E-06,0.292069306,0.292,0.115,0.060694925,14,ZSCAN16-AS1
EVA1B.1,3.36E-06,0.283189772,0.25,0.09,0.061900231,14,EVA1B
ATF3.9,3.41E-06,-0.907099472,0.25,0.513,0.062819276,14,ATF3
SERINC1.2,3.55E-06,0.353482329,0.361,0.164,0.065463931,14,SERINC1
AP000547.3.9,3.56E-06,-0.639924994,0.028,0.278,0.065508422,14,AP000547.3
PEBP1.11,3.65E-06,-0.642727734,0.625,0.743,0.067219492,14,PEBP1
IMPA2.8,3.68E-06,-0.382671974,0,0.233,0.067875803,14,IMPA2
STIM2,3.81E-06,0.274810106,0.306,0.125,0.07019671,14,STIM2
GPI.9,3.90E-06,-0.689242727,0.264,0.513,0.071789007,14,GPI
NUB1.4,3.92E-06,0.391154067,0.639,0.384,0.072149229,14,NUB1
PSPH.9,4.07E-06,-0.436916285,0,0.231,0.074895252,14,PSPH
RBM5,4.07E-06,0.288241033,0.375,0.17,0.074986858,14,RBM5
VDAC2.8,4.12E-06,-0.453606429,0.167,0.436,0.075969878,14,VDAC2
NACA.12,4.28E-06,-0.533046769,0.861,0.89,0.078765256,14,NACA
S100A13.9,4.35E-06,0.400734898,0.625,0.389,0.080148468,14,S100A13
VCL.1,4.38E-06,0.320130108,0.306,0.127,0.080617285,14,VCL
FAM210B.2,4.47E-06,0.318997532,0.417,0.203,0.08230661,14,FAM210B
ZFP36L2.12,4.55E-06,0.545002901,0.542,0.311,0.083860434,14,ZFP36L2
ECHS1.1,4.64E-06,0.324660003,0.417,0.209,0.08555964,14,ECHS1
AHCY.11,4.89E-06,-0.507060614,0.167,0.427,0.09014059,14,AHCY
EEF1A1.8,5.17E-06,0.405064712,0.917,0.845,0.095274307,14,EEF1A1
GBP6.10,5.17E-06,-0.453028603,0,0.228,0.095293967,14,GBP6
RPL37.11,5.21E-06,-0.786357187,1,0.991,0.09603623,14,RPL37
G6PD.9,5.28E-06,-0.428625865,0.056,0.302,0.097280497,14,G6PD
VRK2.10,5.30E-06,-0.511590188,0.25,0.518,0.097702766,14,VRK2
LIM2.10,5.57E-06,-0.53139979,0.014,0.246,0.10261945,14,LIM2
UXS1.1,5.65E-06,0.326916536,0.403,0.194,0.104130428,14,UXS1
MIR4435-2HG.2,5.69E-06,0.323315095,0.222,0.077,0.104758376,14,MIR4435-2HG
RPA3.9,5.72E-06,-0.393608231,0.042,0.294,0.105417218,14,RPA3
CLCA2.10,5.91E-06,-0.416355245,0.014,0.245,0.108899253,14,CLCA2
CFLAR.6,6.12E-06,0.399632221,0.528,0.294,0.112788697,14,CFLAR
WDFY1,6.15E-06,0.264795523,0.278,0.111,0.11320315,14,WDFY1
UCP2.6,6.38E-06,-0.465750245,0.069,0.32,0.117501957,14,UCP2
GNG5.3,6.41E-06,0.446374885,0.875,0.679,0.118063631,14,GNG5
HSPE1.9,6.44E-06,-0.540614832,0.361,0.591,0.118652724,14,HSPE1
PLD3.10,6.84E-06,-0.700049547,0.25,0.502,0.126089985,14,PLD3
CALR.3,6.86E-06,0.40066327,0.681,0.445,0.126396694,14,CALR
OAZ2.1,7.13E-06,0.333601343,0.389,0.188,0.131316082,14,OAZ2
KDM5A,7.19E-06,0.295685763,0.417,0.204,0.132462083,14,KDM5A
HMGN3,7.23E-06,0.413265711,0.472,0.257,0.133231508,14,HMGN3
FABP5.8,7.41E-06,-1.00019409,0.292,0.543,0.136575415,14,FABP5
SLC25A3.3,7.62E-06,0.387563461,0.736,0.53,0.140276593,14,SLC25A3
BRIX1.11,8.04E-06,-0.462522423,0.153,0.406,0.148188368,14,BRIX1
HMGB3.12,8.07E-06,-0.706198461,0.25,0.476,0.148585506,14,HMGB3
RGS2.11,8.17E-06,-0.868662741,0.111,0.35,0.150476037,14,RGS2
SBDS.6,8.52E-06,0.406202731,0.708,0.46,0.156930268,14,SBDS
C12orf75.11,8.61E-06,-0.468674492,0.028,0.258,0.158695514,14,C12orf75
TARS.8,8.64E-06,-0.65445803,0.417,0.608,0.159187198,14,TARS
SNX6.8,8.74E-06,-0.613026828,0.611,0.733,0.160987515,14,SNX6
CLTA.12,8.79E-06,-0.564931634,0.653,0.755,0.161885433,14,CLTA
NAMPT.4,8.90E-06,-0.428187777,0.097,0.349,0.163895802,14,NAMPT
ADI1.9,9.43E-06,-0.482344975,0.167,0.41,0.173676687,14,ADI1
ANKRD17,9.65E-06,0.252488438,0.375,0.173,0.177767551,14,ANKRD17
SP100.5,9.86E-06,0.388529368,0.514,0.296,0.181618245,14,SP100
TCEAL9.7,1.04E-05,0.35728211,0.833,0.619,0.191285965,14,TCEAL9
SKIL.1,1.08E-05,0.31140019,0.375,0.178,0.198888242,14,SKIL
DAP.2,1.10E-05,0.280879828,0.333,0.15,0.20263735,14,DAP
KPNA3,1.12E-05,0.385041462,0.375,0.187,0.206015378,14,KPNA3
GYPC,1.15E-05,0.271081675,0.194,0.065,0.212695622,14,GYPC
FERMT1.7,1.17E-05,-0.38061049,0,0.213,0.215824685,14,FERMT1
MAGEA4.8,1.18E-05,-0.348274966,0,0.213,0.216598086,14,MAGEA4
ATP5PD.11,1.21E-05,-0.579910425,0.736,0.814,0.223114707,14,ATP5PD
TMEM97.9,1.23E-05,-0.407930613,0.014,0.238,0.226317422,14,TMEM97
PHACTR4.1,1.23E-05,0.251819917,0.389,0.183,0.227040181,14,PHACTR4
APOL1.10,1.24E-05,0.357859129,0.458,0.234,0.228393457,14,APOL1
IL1R1.1,1.29E-05,0.252520539,0.167,0.051,0.237256468,14,IL1R1
NAXE.9,1.31E-05,-0.436702309,0.167,0.414,0.24044701,14,NAXE
SIGMAR1.11,1.35E-05,-0.545826189,0.194,0.425,0.247825837,14,SIGMAR1
MRPS17.7,1.35E-05,-0.397387921,0.028,0.251,0.249104046,14,MRPS17
KLK11.8,1.38E-05,-0.418614061,0,0.211,0.254179833,14,KLK11
SNRPB2.3,1.39E-05,0.392284476,0.792,0.612,0.255156009,14,SNRPB2
ERBIN.2,1.39E-05,0.278188345,0.347,0.158,0.255750845,14,ERBIN
SERP1.5,1.39E-05,-0.502797473,0.389,0.629,0.255773427,14,SERP1
PPIF.1,1.40E-05,-0.340518522,0,0.21,0.257476044,14,PPIF
ADAM10.1,1.41E-05,0.315483921,0.319,0.145,0.259261689,14,ADAM10
COX8A.6,1.41E-05,-0.438788843,0.347,0.599,0.26005403,14,COX8A
NKTR,1.51E-05,0.391106711,0.403,0.208,0.279021859,14,NKTR
SCD.4,1.52E-05,-0.456706888,0.056,0.285,0.280513172,14,SCD
RALY.7,1.54E-05,-0.522034552,0.528,0.696,0.283484914,14,RALY
HP1BP3.8,1.55E-05,0.33070501,0.847,0.616,0.284854485,14,HP1BP3
CASP4.10,1.55E-05,0.339053337,0.639,0.387,0.286411556,14,CASP4
HDGFL3.6,1.57E-05,0.361809793,0.444,0.235,0.289777623,14,HDGFL3
NEDD4L.6,1.59E-05,-0.340871994,0,0.208,0.29352733,14,NEDD4L
GCNT3.7,1.60E-05,-0.48382728,0.042,0.266,0.293836237,14,GCNT3
BRK1.2,1.62E-05,0.310595322,0.667,0.416,0.297897962,14,BRK1
THSD7A.12,1.63E-05,0.408590923,0.556,0.334,0.300903069,14,THSD7A
ARID3A.5,1.66E-05,-0.467688272,0.125,0.37,0.306449983,14,ARID3A
DDR1.7,1.68E-05,-0.358646498,0.014,0.228,0.308793094,14,DDR1
YDJC.11,1.68E-05,-0.469932839,0.139,0.373,0.309316965,14,YDJC
HIST1H1C.9,1.71E-05,-0.811096444,0.181,0.411,0.315794249,14,HIST1H1C
IFI44L.3,1.78E-05,0.341178324,0.264,0.108,0.327344843,14,IFI44L
NUCB2.8,1.84E-05,0.318298657,0.917,0.714,0.338921107,14,NUCB2
SOX4.10,1.85E-05,0.389729077,0.861,0.628,0.340527954,14,SOX4
TMEM256.6,1.87E-05,-0.378063929,0.097,0.338,0.345299645,14,TMEM256
AFG3L2.12,1.88E-05,-0.568398264,0.389,0.599,0.345742828,14,AFG3L2
ZCCHC7.8,1.91E-05,-0.398379578,0.097,0.336,0.352636132,14,ZCCHC7
WIPI1.7,1.92E-05,-0.385176147,0.083,0.321,0.354266612,14,WIPI1
TMEM237.9,1.94E-05,-0.390533494,0.028,0.249,0.357616827,14,TMEM237
ZCCHC6.6,1.96E-05,-0.491652717,0.167,0.399,0.360490163,14,ZCCHC6
S100A4.14,1.97E-05,-1.098779275,0.181,0.417,0.362509279,14,S100A4
FOS.11,1.99E-05,0.42955758,0.847,0.67,0.367155248,14,FOS
EDF1.1,2.06E-05,0.368084042,0.708,0.475,0.380338794,14,EDF1
CCNI.5,2.07E-05,0.452202262,0.708,0.503,0.380535664,14,CCNI
MRPL3.6,2.09E-05,-0.377588801,0.069,0.298,0.385763261,14,MRPL3
YES1,2.11E-05,0.251370191,0.306,0.134,0.388986848,14,YES1
MYCBP2,2.14E-05,0.330677207,0.375,0.185,0.394775356,14,MYCBP2
ENO1.7,2.19E-05,-0.59492498,0.597,0.755,0.404326682,14,ENO1
EIF4G2.3,2.22E-05,0.334206949,0.847,0.632,0.408797008,14,EIF4G2
CCAR1,2.24E-05,0.367296636,0.444,0.239,0.412636705,14,CCAR1
TCEAL4.8,2.31E-05,0.352469236,0.861,0.668,0.425475626,14,TCEAL4
RAB6B.11,2.33E-05,-0.38525643,0.014,0.222,0.429151085,14,RAB6B
SCN9A.9,2.35E-05,-0.343343874,0,0.201,0.432713751,14,SCN9A
DDT.7,2.41E-05,-0.45348179,0.292,0.538,0.444269695,14,DDT
HPCAL1.1,2.44E-05,0.258485235,0.236,0.092,0.448757475,14,HPCAL1
AL078590.2.10,2.53E-05,-0.395319778,0,0.2,0.46587822,14,AL078590.2
CAMLG.2,2.53E-05,0.343114273,0.528,0.306,0.466721867,14,CAMLG
SLC6A6,2.58E-05,0.263287262,0.153,0.047,0.474978206,14,SLC6A6
RPLP0.12,2.61E-05,-0.644734061,0.972,0.92,0.48101067,14,RPLP0
FRMD4B.6,2.62E-05,0.290349689,0.375,0.183,0.482657859,14,FRMD4B
RBM3.6,2.68E-05,0.345064986,0.611,0.404,0.493149109,14,RBM3
ERP29.8,2.68E-05,-0.405011581,0.278,0.536,0.493963648,14,ERP29
SYK.4,2.74E-05,-0.336979033,0,0.199,0.504892957,14,SYK
TP63.9,2.74E-05,-0.333430839,0,0.199,0.505205009,14,TP63
CBX3.11,2.80E-05,0.322779795,0.972,0.875,0.514957576,14,CBX3
COX7B.12,2.84E-05,-0.60687378,0.736,0.787,0.523353365,14,COX7B
ANKRD26.2,2.87E-05,0.424120745,0.431,0.234,0.528982559,14,ANKRD26
VAT1.2,2.95E-05,0.299152066,0.333,0.156,0.542888792,14,VAT1
SNRPA1.9,2.95E-05,-0.407107706,0.125,0.355,0.543738517,14,SNRPA1
PLIN2.12,3.05E-05,-1.529542328,0.264,0.49,0.561745369,14,PLIN2
ZNF428,3.07E-05,0.26267635,0.25,0.102,0.565919796,14,ZNF428
SVIL.5,3.10E-05,0.372999503,0.417,0.222,0.571372773,14,SVIL
TTC39C.5,3.18E-05,-0.313398054,0,0.196,0.586686771,14,TTC39C
